material_id,material_name,material_type,density_g_cm3,strength_score,weight_capacity_kg,biodegradability_score,recyclability_percent,manufacturing_energy_index,fragility_support,moisture_resistance,cost_target,co2_target
1139,Material_1139,Molded Fiber,0.979,51.8,6.71,46.19,83.22,41.16,0,1,74.13065314760955,-49.359448238910026
1140,Material_1140,Recycled Cardboard,0.983,61.09,7.23,75.1,85.44,17.92,1,0,85.41045761755258,-179.64385972131734
1141,Material_1141,Corrugated Board,0.23,40.27,10.27,69.31,58.89,34.6,1,0,58.962878989095486,-93.47330447161858
1142,Material_1142,Molded Fiber,0.619,99.01,23.51,71.45,94.43,79.88,0,0,124.49786206786061,4.277805604338077
1143,Material_1143,Bio-Composite,1.027,43.32,37.85,80.02,72.1,72.22,0,1,82.91361314269645,-13.491135062492997
1144,Material_1144,Recycled Cardboard,0.394,81.66,45.37,56.03,57.14,13.38,0,0,111.29719547176924,-127.90753748316996
1145,Material_1145,Biodegradable Plastic,1.104,54.2,41.93,94.64,88.21,49.43,0,0,98.59898707428577,-127.29387522273261
1146,Material_1146,Biodegradable Plastic,1.17,36.5,10.65,66.14,89.5,55.35,0,0,66.70162236497902,-51.245041889493216
1147,Material_1147,Bio-Composite,1.477,83.98,22.62,47.75,81.96,24.67,1,1,113.14826815573355,-100.2384331699258
1148,Material_1148,Bio-Composite,0.473,46.69,10.77,84.54,92.67,20.16,1,0,75.55703077163352,-199.6336207306079
1149,Material_1149,Corrugated Board,1.273,89.22,13.96,78.59,86.87,73.31,0,1,112.24560077559079,-21.776115152434468
1150,Material_1150,Biodegradable Plastic,0.876,93.22,25.67,58.94,94.11,77.82,1,0,123.52405000358691,23.545722788630414
1151,Material_1151,Recycled Cardboard,0.686,88.79,4.34,77.29,71.69,79.43,1,1,99.19867988399963,14.354232989734408
1152,Material_1152,Molded Fiber,0.359,22.8,11.69,53.19,87.38,65.28,1,1,55.75524235972746,3.7481687664368266
1153,Material_1153,Recycled Cardboard,1.156,82.99,46.83,66.69,99.99,56.45,0,1,129.65041887551422,-60.59569821582794
1154,Material_1154,Recycled Paper,0.507,52.91,23.84,93.96,86.25,34.2,1,0,85.95674389829706,-170.39927103052614
1155,Material_1155,Recycled Paper,0.683,89.9,22.82,48.01,55.71,22.0,1,0,107.28963103493965,-84.48866569727387
1156,Material_1156,Bio-Composite,0.281,71.04,1.71,63.2,75.92,15.53,0,0,82.17560321166476,-155.78187398296342
1157,Material_1157,Corrugated Board,1.242,86.69,13.12,89.27,79.37,58.53,1,1,108.08491255674987,-78.16234098856022
1158,Material_1158,Recycled Paper,1.197,59.95,43.45,98.17,58.71,64.93,0,0,96.59391096019893,-57.195140132007936
1159,Material_1159,Biodegradable Plastic,1.154,62.8,9.07,67.24,98.14,67.85,1,0,91.42387191587045,-25.98323254103802
1160,Material_1160,Recycled Cardboard,0.589,31.55,21.34,70.42,58.78,73.96,0,1,58.28589466611121,24.548258897636263
1161,Material_1161,Recycled Cardboard,0.426,82.72,1.7,74.33,58.88,71.6,0,0,86.31832286020939,8.735711898488507
1162,Material_1162,Bio-Composite,1.029,53.55,24.44,95.94,95.76,79.98,1,0,91.02530292715299,-45.216692077168354
1163,Material_1163,Molded Fiber,0.845,60.01,2.03,91.49,73.26,27.08,1,1,76.68213298603305,-172.36641758613362
1164,Material_1164,Bio-Composite,0.432,82.81,41.16,50.24,53.16,63.43,0,1,107.78202534272616,37.2942175560418
1165,Material_1165,Molded Fiber,1.092,67.91,41.42,66.21,79.91,51.05,0,0,108.02774708172886,-57.53579903423718
1166,Material_1166,Bio-Composite,1.488,36.09,39.6,67.84,80.09,28.29,1,1,84.04558992828238,-126.1917104305875
1167,Material_1167,Bio-Composite,1.171,67.22,14.88,87.35,53.23,78.73,1,0,84.13049789553982,10.810057564186376
1168,Material_1168,Bio-Composite,1.162,52.61,42.02,76.17,98.63,72.85,1,0,102.65235441957185,-29.72800297390216
1169,Material_1169,Molded Fiber,1.435,57.56,27.61,79.25,77.2,19.0,1,0,93.4932616708557,-175.26375839758833
1170,Material_1170,Molded Fiber,0.464,22.26,19.32,99.89,77.99,11.83,0,0,54.74625390612004,-241.54154375180232
1171,Material_1171,Bio-Composite,0.935,36.8,31.64,44.5,76.01,58.18,0,0,74.2606815918448,12.638433703056013
1172,Material_1172,Recycled Paper,1.474,42.48,1.6,53.38,80.54,52.29,0,1,64.46580587262886,-26.482880664520632
1173,Material_1173,Corrugated Board,0.415,77.04,8.01,64.47,63.21,75.51,1,1,89.05696555605681,35.2048491701418
1174,Material_1174,Corrugated Board,1.11,20.92,37.37,60.87,64.36,26.38,1,0,65.39211387898533,-105.07796821672444
1175,Material_1175,Corrugated Board,0.962,52.7,12.96,41.3,75.57,15.91,0,1,75.84995890963106,-107.82234152924745
1176,Material_1176,Molded Fiber,0.962,93.92,30.3,45.51,90.33,28.15,0,1,124.45258763125896,-96.21042677430462
1177,Material_1177,Molded Fiber,1.107,28.95,19.87,80.86,52.49,11.32,0,0,54.387654685510434,-177.3195777800014
1178,Material_1178,Recycled Paper,1.409,61.31,42.89,92.76,80.17,12.51,0,1,104.62694436835227,-223.6972736886012
1179,Material_1179,Corrugated Board,1.217,82.92,47.67,70.85,90.34,74.04,0,1,127.28589604052797,-6.83230911331566
1180,Material_1180,Corrugated Board,0.273,95.4,44.29,72.35,57.85,34.64,0,0,121.60310330536126,-97.10307088739177
1181,Material_1181,Bio-Composite,1.309,79.74,14.26,55.31,50.75,38.76,1,0,95.30619889034385,-42.67792430056644
1182,Material_1182,Molded Fiber,0.493,77.65,10.51,86.07,65.64,11.29,0,0,90.55387120026442,-201.25052102329784
1183,Material_1183,Corrugated Board,0.69,86.12,24.25,85.11,79.41,28.94,0,0,110.95246590797505,-160.3169001930208
1184,Material_1184,Recycled Cardboard,0.8,55.7,1.36,75.3,56.91,66.33,0,0,65.70330920952955,-6.186823896475225
1185,Material_1185,Recycled Paper,0.825,84.47,2.26,52.76,71.31,53.08,0,0,94.54994569284852,-15.946376118423174
1186,Material_1186,Recycled Cardboard,0.766,20.64,28.11,45.82,77.62,62.76,0,0,59.25595045495671,20.399834527553804
1187,Material_1187,Recycled Cardboard,1.419,93.96,26.5,43.85,79.94,41.3,0,1,120.62332912813926,-40.24213519987678
1188,Material_1188,Recycled Paper,1.118,55.46,49.73,75.56,63.72,31.68,0,0,97.73649841347996,-116.16305523947211
1189,Material_1189,Recycled Cardboard,1.021,64.27,10.89,89.5,70.0,43.8,1,1,84.51260777040491,-115.96836458161019
1190,Material_1190,Corrugated Board,0.265,40.39,13.65,91.5,88.92,32.61,0,1,67.05767056639294,-173.42021264304083
1191,Material_1191,Molded Fiber,1.375,79.4,6.56,67.82,97.06,68.73,1,0,104.50864918090582,-22.55854580983534
1192,Material_1192,Recycled Paper,1.382,26.13,45.96,87.06,93.09,30.84,1,1,83.47003292304868,-170.58445582791273
1193,Material_1193,Bio-Composite,1.214,89.81,39.11,96.81,78.21,56.18,1,1,125.43258549635851,-99.74313444925681
1194,Material_1194,Recycled Cardboard,0.209,86.25,41.29,56.51,70.51,19.59,0,1,116.55529263238535,-125.22981546810811
1195,Material_1195,Recycled Paper,0.274,37.28,45.24,63.88,66.65,58.08,0,0,78.34504253773642,-18.692755480835334
1196,Material_1196,Biodegradable Plastic,0.493,84.75,26.72,95.89,56.25,73.93,0,1,103.5491057273675,-24.960464440733006
1197,Material_1197,Biodegradable Plastic,0.371,82.91,23.11,60.29,55.33,52.6,0,1,98.33726551704814,-17.94241660918104
1198,Material_1198,Molded Fiber,0.718,70.58,17.19,94.83,84.42,49.19,0,0,95.25374636364886,-124.73191774513829
1199,Material_1199,Corrugated Board,1.399,49.88,29.87,98.86,62.99,77.28,0,1,82.19866422124986,-26.743565600318597
1200,Material_1200,Molded Fiber,0.814,41.72,23.26,79.71,62.73,53.92,0,1,68.98265185061173,-57.95019138389281
